listing_id,url,title,description,purchase_price,market_median,quick_sale_price,total_investment,net_profit,roi,liquidity,confidence,condition,deal_score,status,financial_hot_scenario_a,financial_hot_scenario_b,hard_filter_result,manual_flags,decision_reasons,confidence_causes,condition_diagnostic_group,missing_quick_sale_cause,baseline_status
bazos:221636917,https://sport.bazos.cz/inzerat/221636917/horske-kolo-gt-avalenche.php,Horské kolo GT avalenche: 8 000,26 kola Schimano deore XT velmi málo ježděné v perfektním stavu všechny info na tlf. 777023115. Kladno osobní odběr ...,8000.0,,,8800.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221637085,https://sport.bazos.cz/inzerat/221637085/horske-kolo-author-vision-xl-205-rock-shox-shimano.php,"Horské kolo Author Vision (XL / 20.5"") – Rock Shox, Shimano: 6 500","Prodám kvalitní, lehké a plně funkční horské kolo Author Vision (modelový rok 2012) postavené na třikrát zesíleném duralovém rámu (triple butted dural 6069). Kolo je na tradičních 26"" kolech, která jsou mimořádně obratná a skvěle ovladatelná.
Kolo ...",6500.0,,,7150.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221637897,https://sport.bazos.cz/inzerat/221637897/horske-kolo-kross-level-90-29-xl.php,"Horské kolo Kross Level 9.0 29” , XL: 17 990","Prodám horské kolo v bezvadném stavu, stačí sednout a jet.
Specifikace:
Pevné osy přední a zadní, boost.
Hliníkový rám velikosti 20,5 palců - vhodný na výšku 180-200 cm. Vnitřní vedení bowdenu a zadní brzdy. Opravené provozní škrábance.
Vzduc ...",17990.0,17400.0,14800.0,19789.0,-4989.0,-25.21,low:34,low:35,good,23.55,REJECT,False,False,pass,low_market_confidence,Чистая прибыль -4989 Kč не является положительной.,foreign_market,,,REJECT
bazos:221639299,https://sport.bazos.cz/inzerat/221639299/horske-kolo-kellys-viper-30-vel-ramu-445-mm-175.php,"Horské kolo Kellys Viper 30, vel. rámu 445 mm (17,5""): 1 900","Prodávám starší horské kolo Kellys Viper 30, model 2016. Kolo je plně funkční a připravené k jízdě.
- Velikost rámu: 445 mm (17,5"")
- Rám: hliníkový KELLYS Alutec 6061
- Kola: 26""
- Odpružená vidlice: SR Suntour XCT, zdvih 100 mm
- Řazení Shim ...",1900.0,5000.0,4200.0,2090.0,2110.0,100.96,low:19,low:35,good,53.14,MANUAL_REVIEW,False,True,pass,low_market_confidence,Оценка рынка этапа 2.1 имеет низкую уверенность.,one_source|few_comparables|weak_model_match|large_price_spread,unrecognized_positive_condition_phrase,,MANUAL_REVIEW
bazos:221639794,https://sport.bazos.cz/inzerat/221639794/horske-kolo-gt-avalanche-10.php,Horské kolo GT Avalanche 1.0: 9 000,"Kola - 26
Ram - 19
Kolo je ve velmi dobrým stavu(má pár škrábanců ale stejně vypadá hezký)
Osobní odběr/vyzkoušení Praha 3
V případě zájmu volejte a nebo pište ...",9000.0,5000.0,4200.0,9900.0,-5700.0,-57.58,low:47,medium:65,unknown,27.15,REJECT,False,False,pass,condition_unknown,Чистая прибыль -5700 Kč не является положительной.,,,,REJECT
bazos:221640198,https://sport.bazos.cz/inzerat/221640198/specialized-pitch.php,Specialized Pitch: 8 500,"Prodám horské kolo Specialized Pitch, velikost XS, kola 27,5”. Hliníkový rám. Kolo je ve výborném stavu, velmi málo jeté, pouze 2x až 3x několik km ročně. Je osazeno komponenty Shimano s převody 3×8. Vše je plně funkční. Velikost xs pro dítě i junior ...",8500.0,9500.0,8100.0,9350.0,-1250.0,-13.37,high:95,low:35,good,34.75,REJECT,False,False,excluded:hard_filter_kids_bike,low_market_confidence,Детский велосипед исключён существующей политикой проекта.,one_source|large_price_spread,,,REJECT
bazos:221640326,https://sport.bazos.cz/inzerat/221640326/rock-machine-crossride-500.php,Rock Machine Crossride 500: 2 000,"Prodám krosové kolo Rock Machine Crossride 500 s rámem velikosti 21” XL. Hliníkový rám. Vhodné na silnici. Kolo je plně funkční a připravené k jízdě. Jedná se o starší model, ale kolo bylo jeto pouze 2x až 3x ročně cca 5-25km. Je vybaveno komponenty ...",2000.0,2500.0,2100.0,2200.0,-100.0,-4.55,low:23,low:35,good,21.35,REJECT,False,False,pass,low_market_confidence,Чистая прибыль -100 Kč не является положительной.,one_source|few_comparables,,,REJECT
bazos:221640397,https://sport.bazos.cz/inzerat/221640397/merida-crossway-8800.php,Merida Crossway 8800: 4 200,Prodám krosové kolo Merida Crossway 8800 ve velikosti XS (42 cm). Vhodné na silnici. Kolo je v dobrém a plně funkčním stavu. Kolo bylo jeto 2x až 3x ročně cca 5-25km. Je vybaveno kvalitními komponenty Shimano a lehkým hliníkovým rámem Merida Lightwei ...,4200.0,7500.0,6400.0,4620.0,1780.0,38.53,low:36,low:35,unknown,35.65,MANUAL_REVIEW,False,False,pass,condition_unknown|low_market_confidence,Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность.,large_price_spread,unrecognized_positive_condition_phrase,,MANUAL_REVIEW
bazos:221641965,https://sport.bazos.cz/inzerat/221641965/scott-scale-29-sram-eagle-112-rockshox-judy.php,"Scott Scale 29” – SRAM Eagle 1×12, RockShox Judy: 22 000","Prodám horské kolo Scott Scale 29 ve výborném stavu. Lehký hliníkový rám, vzduchová odpružená vidlice RockShox Judy, hydraulické kotoučové brzdy a moderní pohon SRAM SX Eagle 1×12.
Kolo je pravidelně udržované, plně funkční a připravené na sezónu. V ...",22000.0,24000.0,20400.0,24200.0,-3800.0,-15.7,medium:60,low:35,good,28.75,REJECT,False,False,pass,low_market_confidence,Чистая прибыль -3800 Kč не является положительной.,large_price_spread,,,REJECT
bazos:221643647,https://sport.bazos.cz/inzerat/221643647/haibike-sl-light-2011-celokarbon-xl-shimano-slx-3x10-naj.php,"Haibike SL Light 2011 – celokarbon XL, Shimano SLX 3x10, naj: 12 900","Prodám celokarbonové horské kolo Haibike SL Light, ročník 2011.
Stav
Najeto pouze do 4 000 km – kolo se opravdu málo jezdilo (život primárně v zahraničí). Rám v perfektním stavu, bez ťuknutí a bez prasklin, nikdy nebořeno, potvrzen stav i letos ser ...",12900.0,,,14190.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221644306,https://sport.bazos.cz/inzerat/221644306/spampjumper-specialized-xl-29-karbon.php,Spampjumper Specialized XL 29 karbon: 64 000,"Prodám Stampjumper kola 29 ram XL karbon tlumeni 150/150, brzdy XTdior, přehazovačka GX ŠRÁM, dvě sady kol bikeparkova sada nová. Kolo bez investice. Pořizovací ceně samotného kola 150t. ...",64000.0,17200.0,14600.0,70400.0,-55800.0,-79.26,low:9,low:35,unknown,14.05,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -55800 Kč не является положительной.,one_source|few_comparables|weak_model_match|foreign_market,,,REJECT
bazos:221645746,https://sport.bazos.cz/inzerat/221645746/gt-avalanche-20-disc.php,GT Avalanche 2.0 disc: 3 800,"Nabízím horské kolo gt avalanche 2.0 disc .velikost M , převody 24
Jedná se o starší plně funkční kolo pravidelně servisované. Samozřejmě nějaké oděrky z běžného provozu se najdou viz fota .Kolo je plně funkční stačí sednout a jet ...
Specifikace
...",3800.0,,,4180.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221653694,https://sport.bazos.cz/inzerat/221653694/prodam-nove-kolo-kellys-kiter-24.php,Prodám nové kolo KELLYS Kiter 24: 5 000,"Prodám juniorské kolo KELLYS Kiter, kolo je nové, nevhodný dárek, vel. 24 ...",5000.0,3600.0,3100.0,5500.0,-2400.0,-43.64,medium:51,low:35,unknown,21.45,REJECT,False,False,excluded:hard_filter_kids_bike,condition_unknown|low_market_confidence,Детский велосипед исключён существующей политикой проекта.,one_source|large_price_spread,,,REJECT
bazos:221656260,https://sport.bazos.cz/inzerat/221656260/gt-force-comp-2022-ml-275-al.php,GT Force Comp. 2022 M/L 27.5” Al (opraveno): 29 900,"Zdravim, prodam kolo GT Force comp. 2022
Ram je velikost M/L s kolama 27.5”.
Specifikace :
Brzdy Shimano MT420 (4 pisty) nove + nove desky, a nove kotouce
Komplet Shimano SLX system 1*12 rychlosti, taky novy + seřízený
Rafky jsou dartmoore, ale byl ...",29900.0,,,32890.0,,,unknown:None,low:35,unknown,37.5,MANUAL_REVIEW,False,False,pass,condition_unknown|critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,photos_but_no_textual_condition,duplicate_only_results,MANUAL_REVIEW
bazos:221656403,https://sport.bazos.cz/inzerat/221656403/prodam-detske-kolo-20-znacka-gt-ve-vybornem-stavu-cena.php,"PRODÁM  DĚTSKÉ KOLO 20"" značka GT ve výborném stavu . Cena : 4 490","PRODÁM DĚTSKÉ KOLO 20"" značka GT ve výborném stavu . Cena 4490,- ...",4490.0,,,4939.0,,,unknown:None,low:35,good,45.83,REJECT,False,False,excluded:hard_filter_kids_bike,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Детский велосипед исключён существующей политикой проекта.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221656413,https://sport.bazos.cz/inzerat/221656413/kolo-cube-reaction-29.php,"""SLEVA"" Kolo CUBE REACTION PRO 29"": 12 900","Velikost 19"", kola 29"", rám hliník, osazení Shimano XT. Odpruženbá vidlice 100mm Rock Shox. Převod 2x11.
Všechno by mělo být na fotkách. Kupoval jsem ho rok starý ještě se zárukou.
PŘI RYCHLÉM JEDNÁNÍ MŮŽEME JEŠTĚ NĚCO SLEVIT. ...",12900.0,30000.0,25500.0,14190.0,11310.0,79.7,low:27,low:35,unknown,63.58,MANUAL_REVIEW,True,False,pass,condition_unknown|low_market_confidence,Состояние велосипеда не подтверждено описанием. | Оценка рынка этапа 2.1 имеет низкую уверенность.,one_source|weak_model_match,photos_but_no_textual_condition,,MANUAL_REVIEW
bazos:221658040,https://sport.bazos.cz/inzerat/221658040/detske-kolo-24-superior-paint.php,Dětské kolo 24” Superior Paint: 2 500,"Prodáme dětskè kolo. Píšou 8-13 let, 130-150cm. Kolo je zachovalé, v originál stavu, plně funkční, lehké. Moc na něm kluk nenajezdil než z něj vyrostl. Odpružená vidlice, přehazovačka, držák na láhev.
K vidění Praha Florenc.
Cena 2500,-
...",2500.0,2000.0,1700.0,2750.0,-1050.0,-38.18,medium:67,low:35,good,29.15,REJECT,False,False,excluded:hard_filter_kids_bike,low_market_confidence,Детский велосипед исключён существующей политикой проекта.,one_source|large_price_spread,,,REJECT
bazos:221659109,https://sport.bazos.cz/inzerat/221659109/detske-kolo-author-stylo-75-kg.php,"Dětské kolo Author Stylo 7,5 kg: 1 500","Zachovalé, relativně lehké jeté, ale připravené, seřízené jen nasednout a jet dětské kolo Author. Jediné co možná bude potřeba upravit bude výška brzdové páky od říditek, ale nastavené to je na malého bobíka s mini rukami aby dosáhl prsty na brzdy.
...",1500.0,,,1650.0,,,unknown:None,low:35,good,45.83,REJECT,False,False,excluded:hard_filter_kids_bike,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Детский велосипед исключён существующей политикой проекта.,no_unique_comparables,unrecognized_positive_condition_phrase,no_matching_comparables,MANUAL_REVIEW
bazos:221660347,https://sport.bazos.cz/inzerat/221660347/horske-kolo-trek-800-mountain-zachovale.php,"horské kolo Trek 800 Mountain, zachovalé: 2 990","Prodám pánské - chlapecké zachovalé horské kolo Trek 800 Mountain track. Kolo je na výšku postavy cca 170-190cm, přehazovačka Shimano 3x7, kola 26x1,95. Cena jen 2.990 Kč. Více info 608 885 901, osobní předání. ...",2990.0,,,3289.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,unrecognized_positive_condition_phrase,duplicate_only_results,MANUAL_REVIEW
bazos:221665058,https://sport.bazos.cz/inzerat/221665058/karbonove-enduro-kolo-orbea-rallon-r5-m10.php,Karbonové enduro kolo Orbea rallon R5 m10: 48 000,"Ahoj. Enduro dvoupéro s velkým zdvihem odpružení. Dělal jsem servis tlumiče a vidlice 21.7.2026. Na 80 % kola je ochranná fólie. Stav je dobrý. Kola 29"", rok výroby 2021. Individualita tohoto kola spočívá v custom barevném provedení. Je to jediný kus ...",48000.0,,,52800.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: duplicate_only_results.,duplicate_only_results|no_unique_comparables,,duplicate_only_results,MANUAL_REVIEW
bazos:221666147,https://sport.bazos.cz/inzerat/221666147/canyon-neuron-cf8-vel-m.php,"Canyon Neuron CF8, Vel. M: 43 000","Prodám celo-carbonové trailové kolo Canyon Neuron CF8 ve velikosti M
Stav kola:
- Velmi dobrý technický i vizuální stav
- Pravidelně servisovaný,
- Aktuálně čerstvě po servisu
- Vše běží velmi hladce
- Pouze běžné šrámy z používání ...",43000.0,43500.0,37000.0,47300.0,-10300.0,-21.78,low:44,medium:65,good,31.05,REJECT,False,False,pass,,Чистая прибыль -10300 Kč не является положительной.,,,,REJECT
bazos:221666284,https://sport.bazos.cz/inzerat/221666284/scott-contessa-active-20-damske-horske-kolo.php,Scott Contessa Active 20 – dámské horské kolo: 18 000,Dámské kolo v šedé barvě s hliníkovým rámem. Po servisu. Bez příslušenství ...,18000.0,15200.0,12900.0,19800.0,-6900.0,-34.85,low:13,low:35,good,19.35,REJECT,False,False,pass,low_market_confidence,Чистая прибыль -6900 Kč не является положительной.,one_source|few_comparables|weak_model_match|foreign_market,,,REJECT
bazos:221667562,https://sport.bazos.cz/inzerat/221667562/merida-big-nine-horske-kolo.php,Merida Big Nine horské kolo: 7 900,"Horské kolo s 29"" palcovými koly. Velmi dobrá výbava - vzduchová vidlice, Shimano SLX řazení, lehký hliníkový rám. Má známky používání (drobné škrábance apod.) Řetěz by bylo vhodné vyměnit za nový. Součástí kola jsou SPD pedály. Možnost zamykání před ...",7900.0,8500.0,7200.0,8690.0,-1490.0,-17.15,medium:59,low:35,unknown,24.05,REJECT,False,False,pass,condition_unknown|low_market_confidence,Чистая прибыль -1490 Kč не является положительной.,one_source|large_price_spread,,,REJECT
bazos:221668415,https://sport.bazos.cz/inzerat/221668415/damske-kolo-28-bianchi-vyska-ramu-18-45cm-bezvadny-stav.php,"Dámské kolo 28“ Bianchi, výška rámu 18“ (45cm) bezvadný stav: 1 790","Dámské kolo 28“ Bianchi, výška rámu 18“ (45cm) bezvadný stav, seřízené, jen místy drobné opotřebení povrchu. Označení modelu: Bianchi Trentino Spillo, průměr kol 28“, nejnižší poloha sedla od země: 80cm (nebo lze samozřejmě nastavit i do vyšší polohy ...",1790.0,,,1969.0,,,unknown:None,low:35,good,52.5,MANUAL_REVIEW,False,False,pass,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Этап 2.1 не вернул цену быстрой продажи. | Оценка рынка этапа 2.1 имеет низкую уверенность. | Статус оценки рынка требует проверки: no_matching_comparables.,no_unique_comparables,unrecognized_positive_condition_phrase,no_matching_comparables,MANUAL_REVIEW
bazos:221670897,https://sport.bazos.cz/inzerat/221670897/kolo-woom-4-top-stav.php,Kolo woom 4 top stav: 9 300,"Prodám ultra lehké dětské kolo Woom 4 (velikost kol 20""), určené pro děti přibližně od 6 do 8 let (výška cca 115–130 cm).
​Kolo je ve stavu skoro nového, bylo jeté minimálně pouze 1 sezona. Ma navíc zvonek. Kupováno nove. Je absolutně bez funkčních ...",9300.0,,,10230.0,,,unknown:None,low:35,excellent,50.83,REJECT,False,False,excluded:hard_filter_kids_bike,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Детский велосипед исключён существующей политикой проекта.,duplicate_only_results|no_unique_comparables,,duplicate_only_results,MANUAL_REVIEW
bazos:221670941,https://sport.bazos.cz/inzerat/221670941/detske-kolo-gt-17-na-155-175-cm-lehci-nez-beany.php,"Dětské kolo GT 17"" na 155-175 cm lehčí než Beany: 8 900","Třikrát zeslabovaný aluminiový rám, ostatní Shimano Deore LX ,střed Shimano Deore LX, nové pláště,po servisu. Je lehčí než Beany nebo Whoom,ale navíc s kvalitním osazením. Ráfky Navíc. ...",8900.0,,,9790.0,,,unknown:None,low:35,good,45.83,REJECT,False,False,excluded:hard_filter_kids_bike,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Детский велосипед исключён существующей политикой проекта.,duplicate_only_results|no_unique_comparables,,duplicate_only_results,MANUAL_REVIEW
bazos:221671403,https://sport.bazos.cz/inzerat/221671403/kellys-viper-10-horske-kolo-26-ram-155.php,"Kellys Viper 10 horské kolo - 26"", rám 15,5"": 3 500","Prodám horské kolo Kellys Viper 10 ve velmi dobrém stavu. Kolo bylo používáno jen minimálně, většinu času bylo uskladněné.
Specifikace:
* Značka: Kellys
* Model: Viper 10
* Velikost kol: 26”
* Velikost rámu: 15,5” (395 mm)
* Odpružená předn ...",3500.0,4700.0,4000.0,3850.0,150.0,3.9,low:35,medium:65,good,31.69,LOW_PRIORITY,False,False,pass,,"Прибыль положительная, но финансовые показатели ниже порогов интересной сделки.",,unrecognized_positive_condition_phrase,,MANUAL_REVIEW
bazos:221671437,https://sport.bazos.cz/inzerat/221671437/detske-kolo-rock-machine-catherine-20-5-8-let.php,"Dětské kolo Rock Machine Catherine 20"" 5-8 let: 3 500","Minimálně ježděné. Rám nemá ani oděrku, ráfek jednu maličkou. Po servisu. ...",3500.0,,,3850.0,,,unknown:None,low:35,good,45.83,REJECT,False,False,excluded:hard_filter_kids_bike,critical_valuation_status|low_market_confidence|quick_sale_price_missing,Детский велосипед исключён существующей политикой проекта.,no_unique_comparables,,no_matching_comparables,MANUAL_REVIEW
bazos:221672572,https://sport.bazos.cz/inzerat/221672572/scott-scale-24.php,Scott scale 24: 3 000,Prodám dětské kolo scott scale.kola 24.odřené sedadlo.natržené gripy.osobní odběr. ...,3000.0,7000.0,6000.0,3300.0,2700.0,81.82,low:47,high:85,unknown,58.04,REJECT,False,False,excluded:hard_filter_kids_bike,condition_unknown,Детский велосипед исключён существующей политикой проекта.,,photos_but_no_textual_condition,,MANUAL_REVIEW
